"level","jurisdiction","dependency","organization","updated","wms_url","wfs_url","wcs_url","csw_url"
"Provincial","Tucumán","Tucumán","Secretaría de Estado de Producción- Ambientes naturales","","https://gis.producciontucuman.gob.ar:442/ArcGIS/services/Ambientes_Naturales/MapServer/WMSServer","https://gis.producciontucuman.gob.ar:442/ArcGIS/services/Ambientes_Naturales_WFS/MapServer/WFSServer","https://gis.producciontucuman.gob.ar:442/ArcGIS/services/Imagenes_WCS/MapServer/WCSServer",""
"Provincial","Tucumán","Tucumán","Secretaría de Estado de Producción- Areas productivas","","","https://gis.producciontucuman.gob.ar:442/ArcGIS/services/Areas_Productivas_WFS/MapServer/WFSServer","https://gis.producciontucuman.gob.ar:442/ArcGIS/services/Imagenes_WCS/MapServer/WCSServer",""
"Provincial","Tucumán","Tucumán","Secretaría de Estado de Producción- Infraestructura","","https://gis.producciontucuman.gob.ar:442/ArcGIS/services/Infraestructura/MapServer/WMSServer","https://gis.producciontucuman.gob.ar:442/ArcGIS/services/infraestructura_WFS/MapServer/WFSServer","",""
"Provincial","Tucumán","Tucumán","Secretaría de Estado de Producción- Turismo","","https://gis.producciontucuman.gob.ar:442/ArcGIS/services/Turismo/MapServer/WMSServer","https://gis.producciontucuman.gob.ar:442/ArcGIS/services/Turismo_WFS/MapServer/WFSServer","",""
"Provincial","Tucumán","Tucumán","Secretaría de Estado de Producción-Indicadores sociodemográficos","","","https://gis.producciontucuman.gob.ar:442/ArcGIS/services/Indicadores_Sociodemograficos_WFS/MapServer/WFSServer","",""
"Provincial","Tucumán","Tucumán","Secretaría de Gestión Pública y Planeamiento","","http://g.geosplan.tucuman.gob.ar/geoserver/SGPyP/wms","http://g.geosplan.tucuman.gov.ar/geoserver/WFS_GEOSPLAN/wfs","",""
"Provincial","Tucumán","Tucumán","Secretaría de Gestión Pública y Planeamiento - Capas base de la Provincia de Tucumán","","http://g.geosplan.tucuman.gob.ar/geoserver/CapasBase/wms","","",""
"Local","Buenos Aires","Buenos Aires","Municipalidad de Balcarce","","https://geoserver-nodo2.ideba.gba.gob.ar/geoserver/balcarce/wms","https://geoserver-nodo2.ideba.gba.gob.ar/geoserver/balcarce/wfs","","https://geonetwork.ideba.gba.gob.ar/geonetwork/srv/eng/csw"
"Local","Buenos Aires","Buenos Aires","Municipalidad de Benito Juárez","","https://geoserver-nodo2.ideba.gba.gob.ar/geoserver/benitojuarez/wms","https://geoserver-nodo2.ideba.gba.gob.ar/geoserver/benitojuarez/wfs","",""
"Local","Buenos Aires","Buenos Aires","Municipalidad de Luján","","https://geoserver-nodo2.ideba.gba.gob.ar/geoserver/lujan/wms?version=1.3.0","https://geoserver-nodo2.ideba.gba.gob.ar/geoserver/lujan/wfs?version=2.0.0","",""
"Local","Buenos Aires","Buenos Aires","Municipalidad de Marcos Paz","","https://geoserver-nodo2.ideba.gba.gob.ar/geoserver/marcospaz/wms","https://geoserver-nodo2.ideba.gba.gob.ar/geoserver/marcospaz/wfs","",""
"Local","Buenos Aires","Buenos Aires","Municipalidad de Moreno","","http://mapas.moreno.gob.ar/cgi-bin/mapserv?map=ide","http://mapas.moreno.gob.ar/cgi-bin/mapserv?map=ide_wfs","",""
"Local","Buenos Aires","Buenos Aires","Municipalidad de Olavarría","","https://mapas.olavarria.gov.ar/geoserver/ows?service=wms&version=1.3.0&request=GetCapabilities","https://mapas.olavarria.gov.ar/geoserver/ows","","https://mapas.olavarria.gov.ar/geonetwork/srv/eng/csw?SERVICE=CSW&VERSION=2.0.2&REQUEST=GetCapabilities"
"Local","Buenos Aires","Buenos Aires","Municipalidad de Pergamino","23/04/26","https://geonode.pergamino.gob.ar/geoserver/ows?service=WMS&version=1.3.0&request=GetCapabilities","https://geonode.pergamino.gob.ar/geoserver/ows?service=WFS&acceptversions=2.0.0&request=GetCapabilities","https://geonode.pergamino.gob.ar/geoserver/ows?service=WCS&acceptversions=2.0.1&request=GetCapabilities","https://geonode.pergamino.gob.ar/catalogue/csw?service=CSW&version=2.0.2&request=GetCapabilities"
"Local","Buenos Aires","Buenos Aires","Municipalidad de Tandil","","https://mapa.tandil.gov.ar/geoserver/wms","https://mapa.tandil.gov.ar/geoserver/wfs","",""
"Local","Buenos Aires","Buenos Aires","Municipalidad de Tres de Febrero","","https://geoportal.tresdefebrero.gob.ar/geoserver/ows?service=WMS&version=1.1.1&request=GetCapabilities","https://geoportal.tresdefebrero.gob.ar/geoserver/ows?service=WFS&version=1.1.0&request=GetCapabilities","","https://geoportal.tresdefebrero.gob.ar/catalogue/csw?service=CSW&version=2.0.2&request=GetCapabilities"
"Local","Buenos Aires","Buenos Aires","Municipalidad Las Flores","","https://mapas.lasflores.net.ar/geoserver/ows?service=WMS&version=1.3.0&request=GetCapabilities","https://mapas.lasflores.net.ar/geoserver/ows?service=WfS&version=1.3.0&request=GetCapabilities","",""
"Local","Catamarca","Catamarca","Municipalidad de Fray Mamerto Esquiú","","https://nodoide.catamarca.gob.ar/geoserver/fme/ows?service=wms&version=1.3.0&request=GetCapabilities","https://nodoide.catamarca.gob.ar/geoserver/fme/ows?service=wfs&version=1.3.0&request=GetCapabilities","","https://nodoide.catamarca.gob.ar/geonetwork/srv/eng/csw"
"Local","Catamarca","Catamarca","Municipalidad de San Fernando del Valle de Catamarca","","https://idecapital.cc.gob.ar/geoserver/ows?service=WMS&version=1.1.1&request=GetCapabilities","https://idecapital.cc.gob.ar/geoserver/ows?service=WFS&version=1.1.0&request=GetCapabilities","","https://idecapital.cc.gob.ar/catalogue/csw?service=CSW&version=2.0.2&request=GetCapabilities"
"Local","Catamarca","Catamarca","Municipalidad de Tinogasta","","https://nodoide.catamarca.gob.ar/geoserver/tinogasta/ows?service=wms&version=1.3.0&request=GetCapabilities","https://nodoide.catamarca.gob.ar/geoserver/tinogasta/ows?service=wfs&version=1.3.0&request=GetCapabilities","",""
"Local","Córdoba","Córdoba","Municipalidad de Villa María","","https://villamaria.ign.gob.ar/geoserver/ows?service=WMS&version=1.3.0","https://villamaria.ign.gob.ar/geoserver/ows?acceptversions=2.0.0","",""
"Local","Corrientes","Corrientes","Municipalidad de Corrientes","","https://gisdesa.ciudaddecorrientes.gov.ar:8282/geoserver/wms","https://gisdesa.ciudaddecorrientes.gov.ar:8282/geoserver/wfs_idemcc/wfs?service=wfs&version=1.1.0&request=GetCapabilities","",""
"Local","Entre Ríos","Entre Ríos","Municipalidad de Concordia","","https://ide.concordia.gob.ar/geoserver/ows?service=wms&version=1.3.0","https://ide.concordia.gob.ar/geoserver/ows","","https://ide.concordia.gob.ar/geonetwork/srv/eng/csw?service=CSW&version=2.0.2&request=GetCapabilities"
"Local","Entre Ríos","Entre Ríos","Municipalidad de Gualeguaychú","","https://geo.gualeguaychu.gov.ar/geoserver/gis/wms?Request=GetCapabilities","https://geo.gualeguaychu.gov.ar/geoserver/ows?service=wfs&version=2.0.0","",""
"Local","La Pampa","La Pampa","Municipalidad de Santa Rosa","","http://geonodeide.santarosa.gob.ar/geoserver/wms","http://geonodeide.santarosa.gob.ar/geoserver/wfs","","http://geonodeide.santarosa.gob.ar/geonetwork/srv/eng/csw"
"Local","Mendoza","Mendoza","Municipalidad de la Ciudad de Mendoza - Ambiente","","https://webgis.ciudaddemendoza.gob.ar/server/services/Ambiente_público/MapServer/WMSServer","","",""
"Local","Mendoza","Mendoza","Municipalidad de la Ciudad de Mendoza - Catastro","","https://webgis.ciudaddemendoza.gob.ar/server/services/Catastro_público/MapServer/WMSServer","","",""
"Local","Mendoza","Mendoza","Municipalidad de la Ciudad de Mendoza - Demarcación y Divisiones","","https://webgis.ciudaddemendoza.gob.ar/server/services/Demarcación_y_Divisiones/MapServer/WMSServer","","",""
"Local","Mendoza","Mendoza","Municipalidad de la Ciudad de Mendoza - Geografía Física","","https://webgis.ciudaddemendoza.gob.ar/server/services/Geografía_Física/MapServer/WMSServer","","",""
"Local","Mendoza","Mendoza","Municipalidad de la Ciudad de Mendoza - Industria y Comercio","","https://webgis.ciudaddemendoza.gob.ar/server/services/Industria_y_Comercio_público/MapServer/WMSServer","","",""
"Local","Mendoza","Mendoza","Municipalidad de la Ciudad de Mendoza - Infraestructura","","https://webgis.ciudaddemendoza.gob.ar/server/services/Infraestructura/MapServer/WMSServer","","",""
"Local","Mendoza","Mendoza","Municipalidad de la Ciudad de Mendoza - Movilidad y Transporte","","https://webgis.ciudaddemendoza.gob.ar/server/services/Uso_público_Movilidad_Urbana_y_Transporte/MapServer/WMSServer","","",""
"Local","Mendoza","Mendoza","Municipalidad de la Ciudad de Mendoza - Servicio de Calles","","https://webgis.ciudaddemendoza.gob.ar/server/services/Servicio_Calles/MapServer/WMSServer","","",""
"Local","Mendoza","Mendoza","Municipalidad de la Ciudad de Mendoza - Sociedad","","https://webgis.ciudaddemendoza.gob.ar/server/services/Sociedad_público/MapServer/WMSServer","","",""
"Local","Mendoza","Mendoza","Municipalidad de la Ciudad de Mendoza - Zonificación de Usos del Suelo e Indicadores Urbanos","","https://webgis.ciudaddemendoza.gob.ar/server/services/Zonificación_de_suelo_Ind_urbanos/MapServer/WMSServer","","",""
"Local","Misiones","Misiones","Municipalidad de Posadas","","https://www.ide.posadas.gob.ar/geoserver/ows?service=wms&version=1.3.0&request=GetCapabilities","https://www.ide.posadas.gob.ar/geoserver/ows?version=2.0.0","",""
"Local","Neuquén","Neuquén","Municipalidad de San Martín de los Andes","","http://smandes.neuquen.gov.ar:8080/geoserver/wms","","",""
"Local","Salta","Salta","Municipalidad de Salta","","http://geo.municipalidadsalta.gob.ar:8080/geoserver/wms","http://geo.municipalidadsalta.gob.ar:8080/geoserver/wfs","",""
"Local","Santa Fé","Santa Fé","Municipalidad de Rosario","","https://infomapa.rosario.gov.ar/wms/planobase?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetCapabilities","","",""
"Universidad","Buenos Aires","Universidad Nacional de la Plata","Facultad de Arquitectura y Urbanismo","08/07/26","http://mapaidefau.fau.unlp.edu.ar:8080/geoserver/ows?service=wms&version=1.3.0&request=GetCapabilities","http://mapaidefau.fau.unlp.edu.ar:8080/geoserver/ows?service=wfs&version=2.0.0&request=GetCapabilities","",""
"Universidad","Buenos Aires","Universidad Nacional de General Sarmiento","Instituto del Conurbano (IDECONURBANO)","","http://ideconurbano.ungs.edu.ar/geoserver/wms","http://ideconurbano.ungs.edu.ar/geoserver/wfs","",""
"Universidad","Buenos Aires","Universidad Nacional de Avellaneda","Universidad Nacional de Avellaneda","","http://170.210.71.26/geoserver/ows?service=wms&version=1.3.0","http://170.210.71.26/geoserver/ows?service=wms&version=1.3.0","",""
"Universidad","Buenos Aires","Universidad Nacional de Luján","Universidad Nacional de Luján","","https://geo.cidetic.unlu.edu.ar/geoserver/ows?service=wms&version=1.3.0","https://geo.cidetic.unlu.edu.ar/geoserver/ows?service=wfs&version=2.0.0","",""
"Universidad","Buenos Aires","Universidad Nacional del Centro de la Provincia de Buenos Aires","Universidad Nacional del Centro de la Provincia de Buenos Aires (UNICEN)","","https://geoserver.fch.unicen.edu.ar/geoserver/ide_fch_unicen/wms","http://geoserver.fch.unicen.edu.ar:8080/geoserver/ows?service=wms&version=1.3.0","",""
"Universidad","Buenos Aires","Universidad Nacional del Sur","Universidad Nacional del Sur (IDESOB)","","https://geoportal-idesob.uns.edu.ar/geoserver/wms","https://geoportal-idesob.uns.edu.ar/geoserver/wfs","https://geoportal-idesob.uns.edu.ar/geoserver/wcs","https://catalogo-ig.labgeot.uns.edu.ar/geonetwork/srv/eng/csw?SERVICE=CSW&VERSION=2.0.2&REQUEST=GetCapabilities"
"Universidad","Chubut","Universidad Nacional de la Patagonia San Juan Bosco","Universidad Nacional de la Patagonia San Juan Bosco","","http://www.ide.unp.edu.ar:8080/geoserver/ows?service=wms&version=1.3.0&request=GetCapabilities","http://www.ide.unp.edu.ar:8080/geoserver/ows?service=wfs&version=2.0.0&request=GetCapabilities","","http://www.ide.unp.edu.ar:8080/geonetwork/srv/spa/csw?service=CSW&request=GetCapabilities"
"Universidad","Ciudad de Buenos Aires","Universidad de Buenos Aires","Facultad de Filosofía y Letras - Instituto de Geografía - Atlas de las Fronteras","","http://ide.filo.uba.ar/geoserver/atlas/wms","http://ide.filo.uba.ar/geoserver/atlas/wfs","","http://ide.filo.uba.ar/geonetwork/srv/spa/csw?SERVICE=CSW&REQUEST=GetCapabilities"
"Universidad","Ciudad de Buenos Aires","Universidad de Buenos Aires","Facultad de Ingeniería de la Universidad de Buenos Aires (FIUBA) - Departamento de Agrimensura","","http://geo.fi.uba.ar/geoserver/wms?version=1.3.0","http://geo.fi.uba.ar/geoserver/wfs?version=1.3.0","",""
"Universidad","Entre Ríos","Universidad Nacional de Entre Ríos","Universidad Nacional de Entre Ríos (IDEER)","","https://geoservicios.entrerios.gov.ar/geoserver/ows?service=wms&version=1.3.0&request=GetCapabilities","https://geoservicios.entrerios.gov.ar/geoserver/ows?service=wfs&version=2.0.0&request=GetCapabilities","",""
"Universidad","La Pampa","Universidad Nacional de La Pampa","Universidad Nacional de La Pampa (IDEUNLPam)","","http://ideigunlpam.humanas.unlpam.edu.ar/geoserver/ows?service=wfs&version=2.0.0&request=GetCapabilities","http://ideigunlpam.humanas.unlpam.edu.ar/geoserver/ows?service=wfs&version=2.0.0","",""
"Universidad","Neuquén","Universidad Nacional del Comahue","Universidad Nacional del Comahue (IDEUNCO)","","http://ideunco.fi.uncoma.edu.ar:60045/geoserver/ows","http://ideunco.fi.uncoma.edu.ar:60045/geoserver/ows","",""
"Universidad","San Juan","Universidad Nacional de San Juan","Centro de Investigaciones de la Geósfera y la Biósfera (CIGEOBIO) (CONICET-UNSJ)","","https://ide-cigeobio.conicet.gob.ar/geoserver/wms","https://ide-cigeobio.conicet.gob.ar/geoserver/wfs","",""
